Generation: 0. Average fitness: 16 Max size: 17, Max repeated: 1
Generation: 139. Average fitness: 18 Max size: 20, Max repeated: 26
Generation: 140. Average fitness: 18 Max size: 20, Max repeated: 27
Generation: 141. Average fitness: 18 Max size: 20, Max repeated: 28
Generation: 142. Average fitness: 18 Max size: 20, Max repeated: 29
Generation: 143. Average fitness: 18 Max size: 20, Max repeated: 30
Generation: 144. Average fitness: 18 Max size: 20, Max repeated: 31
Generation: 145. Average fitness: 18 Max size: 20, Max repeated: 32
Generation: 146. Average fitness: 18 Max size: 20, Max repeated: 33
Generation: 147. Average fitness: 18 Max size: 20, Max repeated: 34
Generation: 148. Average fitness: 18 Max size: 20, Max repeated: 35
Generation: 149. Average fitness: 18 Max size: 20, Max repeated: 36
Generation: 150. Average fitness: 18 Max size: 20, Max repeated: 37
Generation: 151. Average fitness: 18 Max size: 20, Max repeated: 38
Generation: 152. Average fitness: 18 Max size: 20, Max repeated: 39
Generation: 153. Average fitness: 18 Max size: 20, Max repeated: 40
Generation: 154. Average fitness: 18 Max size: 20, Max repeated: 41
Generation: 155. Average fitness: 18 Max size: 20, Max repeated: 42
Generation: 156. Average fitness: 18 Max size: 20, Max repeated: 43
Generation: 157. Average fitness: 18 Max size: 20, Max repeated: 44
Generation: 158. Average fitness: 18 Max size: 20, Max repeated: 45
Generation: 159. Average fitness: 18 Max size: 20, Max repeated: 46
Generation: 160. Average fitness: 18 Max size: 20, Max repeated: 47
Generation: 161. Average fitness: 18 Max size: 20, Max repeated: 48
Generation: 162. Average fitness: 18 Max size: 20, Max repeated: 49
Regenerating population
Generation: 163. Average fitness: 16 Max size: 20, Max repeated: 0
Generation: 164. Average fitness: 16 Max size: 20, Max repeated: 1
Generation: 165. Average fitness: 16 Max size: 20, Max repeated: 2
Generation: 166. Average fitness: 16 Max size: 20, Max repeated: 3
Generation: 167. Average fitness: 17 Max size: 20, Max repeated: 4
Generation: 168. Average fitness: 16 Max size: 20, Max repeated: 5
Generation: 169. Average fitness: 17 Max size: 20, Max repeated: 6
Generation: 170. Average fitness: 17 Max size: 20, Max repeated: 7
Generation: 171. Average fitness: 16 Max size: 20, Max repeated: 8
Generation: 172. Average fitness: 17 Max size: 20, Max repeated: 9
Generation: 173. Average fitness: 17 Max size: 20, Max repeated: 10
Generation: 174. Average fitness: 17 Max size: 20, Max repeated: 11
Generation: 175. Average fitness: 17 Max size: 20, Max repeated: 12
Generation: 176. Average fitness: 16 Max size: 20, Max repeated: 13
Generation: 177. Average fitness: 17 Max size: 20, Max repeated: 14
Generation: 178. Average fitness: 17 Max size: 20, Max repeated: 15
Generation: 179. Average fitness: 17 Max size: 20, Max repeated: 16
Generation: 180. Average fitness: 17 Max size: 20, Max repeated: 17
Generation: 181. Average fitness: 17 Max size: 20, Max repeated: 18
Generation: 182. Average fitness: 17 Max size: 20, Max repeated: 19
Generation: 183. Average fitness: 17 Max size: 20, Max repeated: 20
Generation: 184. Average fitness: 17 Max size: 20, Max repeated: 21
Generation: 185. Average fitness: 17 Max size: 20, Max repeated: 22
Generation: 186. Average fitness: 17 Max size: 20, Max repeated: 23
Generation: 187. Average fitness: 17 Max size: 20, Max repeated: 24
Generation: 188. Average fitness: 18 Max size: 20, Max repeated: 25
Generation: 189. Average fitness: 17 Max size: 20, Max repeated: 26
Generation: 190. Average fitness: 18 Max size: 20, Max repeated: 27
Generation: 191. Average fitness: 18 Max size: 20, Max repeated: 28
Generation: 192. Average fitness: 18 Max size: 20, Max repeated: 29
Generation: 193. Average fitness: 18 Max size: 20, Max repeated: 30
Generation: 194. Average fitness: 18 Max size: 20, Max repeated: 31
Generation: 195. Average fitness: 18 Max size: 20, Max repeated: 32
Generation: 196. Average fitness: 18 Max size: 20, Max repeated: 33
Generation: 197. Average fitness: 18 Max size: 20, Max repeated: 34
Generation: 198. Average fitness: 18 Max size: 20, Max repeated: 35
Generation: 199. Average fitness: 18 Max size: 20, Max repeated: 36
Clique result for file: DIMACS_cliques/brock800_4.clq
Max clique size: 20
Vertices in max clique: 502 192 4 142 444 319 339 494 590 213 464 377 5 93 569 582 196 14 318 274 
