Generation: 0. Average fitness: 16 Max size: 17, Max repeated: 1
Generation: 1. Average fitness: 16 Max size: 18, Max repeated: 0
Generation: 2. Average fitness: 16 Max size: 18, Max repeated: 1
Generation: 3. Average fitness: 16 Max size: 18, Max repeated: 2
Generation: 4. Average fitness: 17 Max size: 18, Max repeated: 3
Generation: 5. Average fitness: 17 Max size: 18, Max repeated: 4
Generation: 6. Average fitness: 17 Max size: 18, Max repeated: 5
Generation: 7. Average fitness: 17 Max size: 19, Max repeated: 0
Generation: 8. Average fitness: 17 Max size: 19, Max repeated: 1
Generation: 9. Average fitness: 17 Max size: 19, Max repeated: 2
Generation: 10. Average fitness: 17 Max size: 19, Max repeated: 3
Generation: 11. Average fitness: 17 Max size: 19, Max repeated: 4
Generation: 12. Average fitness: 16 Max size: 19, Max repeated: 5
Generation: 13. Average fitness: 17 Max size: 20, Max repeated: 0
Generation: 14. Average fitness: 17 Max size: 20, Max repeated: 1
Generation: 15. Average fitness: 17 Max size: 20, Max repeated: 2
Generation: 16. Average fitness: 17 Max size: 20, Max repeated: 3
Generation: 17. Average fitness: 18 Max size: 20, Max repeated: 4
Generation: 18. Average fitness: 18 Max size: 20, Max repeated: 5
Generation: 19. Average fitness: 19 Max size: 20, Max repeated: 6
Generation: 20. Average fitness: 19 Max size: 20, Max repeated: 7
Generation: 21. Average fitness: 19 Max size: 20, Max repeated: 8
Generation: 22. Average fitness: 19 Max size: 20, Max repeated: 9
Generation: 23. Average fitness: 19 Max size: 20, Max repeated: 10
Generation: 24. Average fitness: 19 Max size: 20, Max repeated: 11
Generation: 25. Average fitness: 19 Max size: 20, Max repeated: 12
Generation: 26. Average fitness: 19 Max size: 20, Max repeated: 13
Generation: 27. Average fitness: 19 Max size: 20, Max repeated: 14
Generation: 28. Average fitness: 19 Max size: 20, Max repeated: 15
Generation: 29. Average fitness: 19 Max size: 20, Max repeated: 16
Generation: 30. Average fitness: 19 Max size: 20, Max repeated: 17
Generation: 31. Average fitness: 19 Max size: 20, Max repeated: 18
Generation: 32. Average fitness: 19 Max size: 20, Max repeated: 19
Generation: 33. Average fitness: 19 Max size: 20, Max repeated: 20
Generation: 34. Average fitness: 19 Max size: 20, Max repeated: 21
Generation: 35. Average fitness: 19 Max size: 20, Max repeated: 22
Generation: 36. Average fitness: 19 Max size: 20, Max repeated: 23
Generation: 37. Average fitness: 19 Max size: 20, Max repeated: 24
Generation: 38. Average fitness: 19 Max size: 20, Max repeated: 25
Generation: 39. Average fitness: 19 Max size: 20, Max repeated: 26
Generation: 40. Average fitness: 19 Max size: 20, Max repeated: 27
Generation: 41. Average fitness: 19 Max size: 20, Max repeated: 28
Generation: 42. Average fitness: 19 Max size: 20, Max repeated: 29
Generation: 43. Average fitness: 19 Max size: 20, Max repeated: 30
Generation: 44. Average fitness: 19 Max size: 20, Max repeated: 31
Generation: 45. Average fitness: 19 Max size: 20, Max repeated: 32
Generation: 46. Average fitness: 19 Max size: 20, Max repeated: 33
Generation: 47. Average fitness: 19 Max size: 20, Max repeated: 34
Generation: 48. Average fitness: 19 Max size: 20, Max repeated: 35
Generation: 49. Average fitness: 19 Max size: 20, Max repeated: 36
Generation: 50. Average fitness: 19 Max size: 20, Max repeated: 37
Generation: 51. Average fitness: 19 Max size: 20, Max repeated: 38
Generation: 52. Average fitness: 19 Max size: 20, Max repeated: 39
Generation: 53. Average fitness: 19 Max size: 20, Max repeated: 40
Generation: 54. Average fitness: 19 Max size: 20, Max repeated: 41
Generation: 55. Average fitness: 19 Max size: 20, Max repeated: 42
Generation: 56. Average fitness: 19 Max size: 20, Max repeated: 43
Generation: 57. Average fitness: 19 Max size: 20, Max repeated: 44
Generation: 58. Average fitness: 19 Max size: 20, Max repeated: 45
Generation: 59. Average fitness: 19 Max size: 20, Max repeated: 46
Generation: 60. Average fitness: 19 Max size: 20, Max repeated: 47
Generation: 61. Average fitness: 19 Max size: 20, Max repeated: 48
Generation: 62. Average fitness: 19 Max size: 20, Max repeated: 49
Regenerating population
Generation: 63. Average fitness: 16 Max size: 20, Max repeated: 0
Generation: 64. Average fitness: 16 Max size: 20, Max repeated: 1
Generation: 65. Average fitness: 16 Max size: 20, Max repeated: 2
Generation: 66. Average fitness: 16 Max size: 20, Max repeated: 3
Generation: 67. Average fitness: 16 Max size: 20, Max repeated: 4
Generation: 68. Average fitness: 16 Max size: 20, Max repeated: 5
Generation: 69. Average fitness: 16 Max size: 20, Max repeated: 6
Generation: 70. Average fitness: 17 Max size: 20, Max repeated: 7
Generation: 71. Average fitness: 17 Max size: 20, Max repeated: 8
Generation: 72. Average fitness: 17 Max size: 20, Max repeated: 9
Generation: 73. Average fitness: 17 Max size: 20, Max repeated: 10
Generation: 74. Average fitness: 17 Max size: 20, Max repeated: 11
Generation: 75. Average fitness: 17 Max size: 20, Max repeated: 12
Generation: 76. Average fitness: 18 Max size: 20, Max repeated: 13
Generation: 77. Average fitness: 18 Max size: 20, Max repeated: 14
Generation: 78. Average fitness: 18 Max size: 20, Max repeated: 15
Generation: 79. Average fitness: 18 Max size: 20, Max repeated: 16
Generation: 80. Average fitness: 17 Max size: 20, Max repeated: 17
Generation: 81. Average fitness: 18 Max size: 20, Max repeated: 18
Generation: 82. Average fitness: 18 Max size: 20, Max repeated: 19
Generation: 83. Average fitness: 18 Max size: 20, Max repeated: 20
Generation: 84. Average fitness: 18 Max size: 20, Max repeated: 21
Generation: 85. Average fitness: 18 Max size: 20, Max repeated: 22
Generation: 86. Average fitness: 18 Max size: 20, Max repeated: 23
Generation: 87. Average fitness: 18 Max size: 20, Max repeated: 24
Generation: 88. Average fitness: 18 Max size: 20, Max repeated: 25
Generation: 89. Average fitness: 18 Max size: 20, Max repeated: 26
Generation: 90. Average fitness: 18 Max size: 20, Max repeated: 27
Generation: 91. Average fitness: 18 Max size: 20, Max repeated: 28
Generation: 92. Average fitness: 18 Max size: 20, Max repeated: 29
Generation: 93. Average fitness: 18 Max size: 20, Max repeated: 30
Generation: 94. Average fitness: 18 Max size: 20, Max repeated: 31
Generation: 95. Average fitness: 18 Max size: 20, Max repeated: 32
Generation: 96. Average fitness: 18 Max size: 20, Max repeated: 33
Generation: 97. Average fitness: 18 Max size: 20, Max repeated: 34
Generation: 98. Average fitness: 18 Max size: 20, Max repeated: 35
Generation: 99. Average fitness: 18 Max size: 20, Max repeated: 36
Generation: 100. Average fitness: 18 Max size: 20, Max repeated: 37
Generation: 101. Average fitness: 18 Max size: 20, Max repeated: 38
Generation: 102. Average fitness: 18 Max size: 20, Max repeated: 39
Generation: 103. Average fitness: 18 Max size: 20, Max repeated: 40
Generation: 104. Average fitness: 18 Max size: 20, Max repeated: 41
Generation: 105. Average fitness: 18 Max size: 20, Max repeated: 42
Generation: 106. Average fitness: 18 Max size: 20, Max repeated: 43
Generation: 107. Average fitness: 18 Max size: 20, Max repeated: 44
Generation: 108. Average fitness: 18 Max size: 20, Max repeated: 45
Generation: 109. Average fitness: 18 Max size: 20, Max repeated: 46
Generation: 110. Average fitness: 18 Max size: 20, Max repeated: 47
Generation: 111. Average fitness: 18 Max size: 20, Max repeated: 48
Generation: 112. Average fitness: 18 Max size: 20, Max repeated: 49
Regenerating population
Generation: 113. Average fitness: 16 Max size: 20, Max repeated: 0
Generation: 114. Average fitness: 16 Max size: 20, Max repeated: 1
Generation: 115. Average fitness: 17 Max size: 20, Max repeated: 2
Generation: 116. Average fitness: 16 Max size: 20, Max repeated: 3
Generation: 117. Average fitness: 16 Max size: 20, Max repeated: 4
Generation: 118. Average fitness: 16 Max size: 20, Max repeated: 5
Generation: 119. Average fitness: 16 Max size: 20, Max repeated: 6
Generation: 120. Average fitness: 17 Max size: 20, Max repeated: 7
Generation: 121. Average fitness: 17 Max size: 20, Max repeated: 8
Generation: 122. Average fitness: 17 Max size: 20, Max repeated: 9
Generation: 123. Average fitness: 17 Max size: 20, Max repeated: 10
Generation: 124. Average fitness: 18 Max size: 20, Max repeated: 11
Generation: 125. Average fitness: 18 Max size: 20, Max repeated: 12
Generation: 126. Average fitness: 18 Max size: 20, Max repeated: 13
Generation: 127. Average fitness: 18 Max size: 20, Max repeated: 14
Generation: 128. Average fitness: 18 Max size: 20, Max repeated: 15
Generation: 129. Average fitness: 18 Max size: 20, Max repeated: 16
Generation: 130. Average fitness: 18 Max size: 20, Max repeated: 17
Generation: 131. Average fitness: 18 Max size: 20, Max repeated: 18
Generation: 132. Average fitness: 18 Max size: 20, Max repeated: 19
Generation: 133. Average fitness: 18 Max size: 20, Max repeated: 20
Generation: 134. Average fitness: 18 Max size: 20, Max repeated: 21
Generation: 135. Average fitness: 18 Max size: 20, Max repeated: 22
Generation: 136. Average fitness: 18 Max size: 20, Max repeated: 23
Generation: 137. Average fitness: 18 Max size: 20, Max repeated: 24
Generation: 138. Average fitness: 18 Max size: 20, Max repeated: 25
