Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      51/467         std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > > > >::_State_impl<void (&)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > >(void (&)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > >&&) [344]
                0.00    0.00      56/467         std::thread::thread<void (&)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > >, void>(void (&)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > >&&) [288]
                0.00    0.00      57/467         void std::allocator_traits<std::allocator<std::thread> >::construct<std::thread, void (&)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > >(std::allocator<std::thread>&, std::thread*, void (&)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > >&&) [371]
                0.00    0.00      58/467         std::tuple<void (*)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > >::tuple<void (&)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > >, true>(void (&)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > >&&) [343]
                0.00    0.00      58/467         std::_Tuple_impl<0ul, void (*)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > >::_Tuple_impl<void (&)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > >, void>(void (&)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > >&&) [355]
                0.00    0.00      59/467         std::thread& std::vector<std::thread, std::allocator<std::thread> >::emplace_back<void (&)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > >(void (&)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > >&&) [360]
[237]    0.0    0.00    0.00     467         void (&std::forward<void (&)(std::vector<int, std::allocator<int> >&)>(std::remove_reference<void (&)(std::vector<int, std::allocator<int> >&)>::type&))(std::vector<int, std::allocator<int> >&) [237]
-----------------------------------------------
                0.00    0.00      64/464         void __gnu_cxx::new_allocator<std::thread>::destroy<std::thread>(std::thread*) [341]
                0.00    0.00     400/464         void std::_Destroy<std::thread>(std::thread*) [252]
[238]    0.0    0.00    0.00     464         std::thread::~thread() [238]
                0.00    0.00     467/467         std::thread::joinable() const [236]
-----------------------------------------------
                0.00    0.00     462/462         std::thread::joinable() const [236]
[239]    0.0    0.00    0.00     462         std::operator==(std::thread::id, std::thread::id) [239]
-----------------------------------------------
                0.00    0.00      56/456         std::reference_wrapper<std::vector<int, std::allocator<int> > >::reference_wrapper<std::vector<int, std::allocator<int> >&, void, std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >&) [362]
                0.00    0.00     400/456         std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >::pair<std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, true>(std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&) [55]
[240]    0.0    0.00    0.00     456         std::vector<int, std::allocator<int> >& std::forward<std::vector<int, std::allocator<int> >&>(std::remove_reference<std::vector<int, std::allocator<int> >&>::type&) [240]
-----------------------------------------------
                0.00    0.00     448/448         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> >&&) [234]
[241]    0.0    0.00    0.00     448         std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::_Vector_base<int, std::allocator<int> >&&) [241]
                0.00    0.00     497/497         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&&) [233]
-----------------------------------------------
                0.00    0.00     440/440         void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [456]
[242]    0.0    0.00    0.00     440         void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [242]
                0.00    0.00     440/3332        std::vector<int, std::allocator<int> >::~vector() [120]
-----------------------------------------------
                0.00    0.00     434/434         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [44]
[243]    0.0    0.00    0.00     434         __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_propagate_on_copy_assign() [243]
-----------------------------------------------
                0.00    0.00     432/432         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [44]
[244]    0.0    0.00    0.00     432         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [244]
                0.00    0.00     849/2529        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [137]
                0.00    0.00     423/423         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [247]
-----------------------------------------------
                0.00    0.00     426/426         void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [248]
[245]    0.0    0.00    0.00     426         void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [245]
-----------------------------------------------
                0.00    0.00     426/426         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [247]
[246]    0.0    0.00    0.00     426         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*) [246]
                0.00    0.00     428/2988        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [124]
                0.00    0.00     426/852         int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [204]
-----------------------------------------------
                0.00    0.00     423/423         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [244]
[247]    0.0    0.00    0.00     423         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [247]
                0.00    0.00     856/2536        int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [135]
                0.00    0.00     426/852         int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [204]
                0.00    0.00     426/1266        int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [176]
                0.00    0.00     426/426         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*) [246]
-----------------------------------------------
                0.00    0.00     422/422         void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::allocator<int>&) [249]
[248]    0.0    0.00    0.00     422         void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [248]
                0.00    0.00     426/426         void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [245]
-----------------------------------------------
                0.00    0.00     422/422         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [44]
[249]    0.0    0.00    0.00     422         void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::allocator<int>&) [249]
                0.00    0.00     422/422         void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [248]
-----------------------------------------------
                0.00    0.00     200/400         std::tuple_element<0ul, std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > > >::type&& std::get<0ul, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >&&) [260]
                0.00    0.00     200/400         std::tuple_element<1ul, std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > > >::type&& std::get<1ul, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >&&) [261]
[250]    0.0    0.00    0.00     400         std::remove_reference<std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >&>::type&& std::move<std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >&>(std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >&) [250]
-----------------------------------------------
                0.00    0.00     200/400         std::vector<int, std::allocator<int> >&& std::__pair_get<0ul>::__move_get<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >&&) [257]
                0.00    0.00     200/400         std::vector<int, std::allocator<int> >&& std::__pair_get<1ul>::__move_get<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >&&) [258]
[251]    0.0    0.00    0.00     400         std::vector<int, std::allocator<int> >&& std::forward<std::vector<int, std::allocator<int> > >(std::remove_reference<std::vector<int, std::allocator<int> > >::type&) [251]
-----------------------------------------------
                0.00    0.00     400/400         void std::_Destroy_aux<false>::__destroy<std::thread*>(std::thread*, std::thread*) [473]
[252]    0.0    0.00    0.00     400         void std::_Destroy<std::thread>(std::thread*) [252]
                0.00    0.00     400/464         std::thread::~thread() [238]
-----------------------------------------------
                0.00    0.00      43/260         std::vector<std::thread, std::allocator<std::thread> >::back() [409]
                0.00    0.00     217/260         fitness_assessment_population() [28]
[253]    0.0    0.00    0.00     260         __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::operator*() const [253]
-----------------------------------------------
                0.00    0.00     240/240         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&) [284]
[254]    0.0    0.00    0.00     240         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data const&) [254]
-----------------------------------------------
                0.00    0.00     226/226         fitness_assessment_population() [28]
[255]    0.0    0.00    0.00     226         __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::operator++() [255]
-----------------------------------------------
                0.00    0.00     225/225         fitness_assessment_population() [28]
[256]    0.0    0.00    0.00     225         bool __gnu_cxx::operator!=<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&, __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&) [256]
                0.00    0.00     441/558         __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::base() const [230]
-----------------------------------------------
                0.00    0.00     200/200         std::tuple_element<0ul, std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > > >::type&& std::get<0ul, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >&&) [260]
[257]    0.0    0.00    0.00     200         std::vector<int, std::allocator<int> >&& std::__pair_get<0ul>::__move_get<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >&&) [257]
                0.00    0.00     200/400         std::vector<int, std::allocator<int> >&& std::forward<std::vector<int, std::allocator<int> > >(std::remove_reference<std::vector<int, std::allocator<int> > >::type&) [251]
-----------------------------------------------
                0.00    0.00     200/200         std::tuple_element<1ul, std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > > >::type&& std::get<1ul, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >&&) [261]
[258]    0.0    0.00    0.00     200         std::vector<int, std::allocator<int> >&& std::__pair_get<1ul>::__move_get<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >&&) [258]
                0.00    0.00     200/400         std::vector<int, std::allocator<int> >&& std::forward<std::vector<int, std::allocator<int> > >(std::remove_reference<std::vector<int, std::allocator<int> > >::type&) [251]
-----------------------------------------------
                0.00    0.00     200/200         run_genetic_algorithm() [14]
[259]    0.0    0.00    0.00     200         std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >::~pair() [259]
                0.00    0.00     400/3332        std::vector<int, std::allocator<int> >::~vector() [120]
-----------------------------------------------
                0.00    0.00     200/200         run_genetic_algorithm() [14]
[260]    0.0    0.00    0.00     200         std::tuple_element<0ul, std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > > >::type&& std::get<0ul, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >&&) [260]
                0.00    0.00     200/200         std::vector<int, std::allocator<int> >&& std::__pair_get<0ul>::__move_get<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >&&) [257]
                0.00    0.00     200/400         std::remove_reference<std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >&>::type&& std::move<std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >&>(std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >&) [250]
-----------------------------------------------
                0.00    0.00     200/200         run_genetic_algorithm() [14]
[261]    0.0    0.00    0.00     200         std::tuple_element<1ul, std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > > >::type&& std::get<1ul, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >&&) [261]
                0.00    0.00     200/400         std::remove_reference<std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >&>::type&& std::move<std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >&>(std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >&) [250]
                0.00    0.00     200/200         std::vector<int, std::allocator<int> >&& std::__pair_get<1ul>::__move_get<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::pair<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >&&) [258]
-----------------------------------------------
                0.00    0.00     186/186         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<std::thread::id> >, std::is_move_constructible<std::thread::id>, std::is_move_assignable<std::thread::id> >::value, void>::type std::swap<std::thread::id>(std::thread::id&, std::thread::id&) [308]
[262]    0.0    0.00    0.00     186         std::remove_reference<std::thread::id&>::type&& std::move<std::thread::id&>(std::thread::id&) [262]
-----------------------------------------------
                0.00    0.00     147/147         std::thread* std::__relocate_a<std::thread*, std::thread*, std::allocator<std::thread> >(std::thread*, std::thread*, std::thread*, std::allocator<std::thread>&) [373]
[263]    0.0    0.00    0.00     147         std::thread* std::__niter_base<std::thread*>(std::thread*) [263]
-----------------------------------------------
                0.00    0.00      29/135         std::vector<std::thread, std::allocator<std::thread> >::begin() [403]
                0.00    0.00      35/135         __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::operator-(long) const [396]
                0.00    0.00      71/135         std::vector<std::thread, std::allocator<std::thread> >::end() [285]
[264]    0.0    0.00    0.00     135         __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::__normal_iterator(std::thread* const&) [264]
-----------------------------------------------
                0.00    0.00      60/133         void __gnu_cxx::new_allocator<std::thread>::construct<std::thread, std::thread>(std::thread*, std::thread&&) [292]
                0.00    0.00      73/133         void std::allocator_traits<std::allocator<std::thread> >::construct<std::thread, std::thread>(std::allocator<std::thread>&, std::thread*, std::thread&&) [359]
[265]    0.0    0.00    0.00     133         std::thread&& std::forward<std::thread>(std::remove_reference<std::thread>::type&) [265]
-----------------------------------------------
                0.00    0.00     131/131         std::allocator<unsigned char>::~allocator() [267]
[266]    0.0    0.00    0.00     131         __gnu_cxx::new_allocator<unsigned char>::~new_allocator() [266]
-----------------------------------------------
                0.00    0.00       1/131         read_dimacs_clique_file(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [30]
                0.00    0.00       1/131         std::vector<unsigned char, std::allocator<unsigned char> >::_S_check_init_len(unsigned long, std::allocator<unsigned char> const&) [39]
                0.00    0.00      64/131         std::vector<unsigned char, std::allocator<unsigned char> >::vector(std::vector<unsigned char, std::allocator<unsigned char> > const&) [319]
                0.00    0.00      65/131         std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::~_Vector_impl() [298]
[267]    0.0    0.00    0.00     131         std::allocator<unsigned char>::~allocator() [267]
                0.00    0.00     131/131         __gnu_cxx::new_allocator<unsigned char>::~new_allocator() [266]
-----------------------------------------------
                0.00    0.00     130/130         std::allocator<unsigned char>::allocator(std::allocator<unsigned char> const&) [269]
[268]    0.0    0.00    0.00     130         __gnu_cxx::new_allocator<unsigned char>::new_allocator(__gnu_cxx::new_allocator<unsigned char> const&) [268]
-----------------------------------------------
                0.00    0.00       1/130         std::vector<unsigned char, std::allocator<unsigned char> >::_S_check_init_len(unsigned long, std::allocator<unsigned char> const&) [39]
                0.00    0.00      64/130         std::allocator_traits<std::allocator<unsigned char> >::select_on_container_copy_construction(std::allocator<unsigned char> const&) [317]
                0.00    0.00      65/130         std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::_Vector_impl(std::allocator<unsigned char> const&) [297]
[269]    0.0    0.00    0.00     130         std::allocator<unsigned char>::allocator(std::allocator<unsigned char> const&) [269]
                0.00    0.00     130/130         __gnu_cxx::new_allocator<unsigned char>::new_allocator(__gnu_cxx::new_allocator<unsigned char> const&) [268]
-----------------------------------------------
                0.00    0.00       1/130         std::vector<unsigned char, std::allocator<unsigned char> >::_M_fill_initialize(unsigned long, unsigned char const&) [581]
                0.00    0.00      64/130         std::vector<unsigned char, std::allocator<unsigned char> >::vector(std::vector<unsigned char, std::allocator<unsigned char> > const&) [319]
                0.00    0.00      65/130         std::vector<unsigned char, std::allocator<unsigned char> >::~vector() [307]
[270]    0.0    0.00    0.00     130         std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_get_Tp_allocator() [270]
-----------------------------------------------
                0.00    0.00      64/128         std::vector<unsigned char, std::allocator<unsigned char> >::begin() const [315]
                0.00    0.00      64/128         std::vector<unsigned char, std::allocator<unsigned char> >::end() const [313]
[271]    0.0    0.00    0.00     128         __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >::__normal_iterator(unsigned char const* const&) [271]
-----------------------------------------------
                0.00    0.00     128/128         unsigned char const* std::__niter_base<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >) [275]
[272]    0.0    0.00    0.00     128         __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >::base() const [272]
-----------------------------------------------
                0.00    0.00      64/128         std::vector<unsigned char, std::allocator<unsigned char> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<unsigned char, std::allocator<unsigned char> >*, unsigned long, std::vector<unsigned char, std::allocator<unsigned char> > >(std::vector<unsigned char, std::allocator<unsigned char> >*, unsigned long, std::vector<unsigned char, std::allocator<unsigned char> > const&) [569]
                0.00    0.00      64/128         void std::_Destroy_aux<false>::__destroy<std::vector<unsigned char, std::allocator<unsigned char> >*>(std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> >*) [521]
[273]    0.0    0.00    0.00     128         std::vector<unsigned char, std::allocator<unsigned char> >* std::__addressof<std::vector<unsigned char, std::allocator<unsigned char> > >(std::vector<unsigned char, std::allocator<unsigned char> >&) [273]
-----------------------------------------------
                0.00    0.00     128/128         unsigned char* std::copy<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*) [328]
[274]    0.0    0.00    0.00     128         __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > std::__miter_base<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > >(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >) [274]
-----------------------------------------------
                0.00    0.00     128/128         unsigned char* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*) [323]
[275]    0.0    0.00    0.00     128         unsigned char const* std::__niter_base<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >) [275]
                0.00    0.00     128/128         __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >::base() const [272]
-----------------------------------------------
                0.00    0.00     125/125         std::vector<std::thread, std::allocator<std::thread> >::_M_check_len(unsigned long, char const*) const [414]
[276]    0.0    0.00    0.00     125         std::vector<std::thread, std::allocator<std::thread> >::size() const [276]
-----------------------------------------------
                0.00    0.00      96/96          std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_M_head(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [282]
[277]    0.0    0.00    0.00      96         std::_Head_base<0ul, std::thread::_State*, false>::_M_head(std::_Head_base<0ul, std::thread::_State*, false>&) [277]
-----------------------------------------------
                0.00    0.00      94/94          std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_Bvector_impl_data() [366]
[278]    0.0    0.00    0.00      94         std::_Bit_iterator::_Bit_iterator() [278]
                0.00    0.00      96/2614        std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [132]
-----------------------------------------------
                0.00    0.00      36/90          std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::~unique_ptr() [368]
                0.00    0.00      54/90          std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::__uniq_ptr_impl(std::thread::_State*) [358]
[279]    0.0    0.00    0.00      90         std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::_M_ptr() [279]
                0.00    0.00      88/88          std::tuple_element<0ul, std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> > >::type& std::get<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >&) [281]
-----------------------------------------------
                0.00    0.00      29/89          __gnu_cxx::new_allocator<std::thread>::allocate(unsigned long, void const*) [406]
                0.00    0.00      60/89          __gnu_cxx::new_allocator<std::thread>::max_size() const [290]
[280]    0.0    0.00    0.00      89         __gnu_cxx::new_allocator<std::thread>::_M_max_size() const [280]
-----------------------------------------------
