Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.22     0.00       54     0.00     0.00  std::thread& std::vector<std::thread, std::allocator<std::thread> >::emplace_back<void (&)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > >(void (&)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > >&&)
  0.00      0.22     0.00       52     0.00     0.00  std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_Tuple_impl()
  0.00      0.22     0.00       52     0.00     0.00  std::reference_wrapper<std::vector<int, std::allocator<int> > >::reference_wrapper<std::vector<int, std::allocator<int> >&, void, std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >&)
  0.00      0.22     0.00       51     0.00     0.00  std::reference_wrapper<std::vector<int, std::allocator<int> > > std::ref<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&)
  0.00      0.22     0.00       50     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_S_nword(unsigned long)
  0.00      0.22     0.00       49     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_M_end_addr() const
  0.00      0.22     0.00       49     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_Bvector_impl_data()
  0.00      0.22     0.00       49     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::_S_do_relocate(std::thread*, std::thread*, std::thread*, std::allocator<std::thread>&, std::integral_constant<bool, true>)
  0.00      0.22     0.00       48     0.00     0.00  std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::~unique_ptr()
  0.00      0.22     0.00       48     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::_S_relocate(std::thread*, std::thread*, std::thread*, std::allocator<std::thread>&)
  0.00      0.22     0.00       47     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::~new_allocator()
  0.00      0.22     0.00       47     0.00     0.00  void std::allocator_traits<std::allocator<std::thread> >::construct<std::thread, void (&)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > >(std::allocator<std::thread>&, std::thread*, void (&)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > >&&)
  0.00      0.22     0.00       47     0.00     0.00  std::thread* std::__relocate_a_1<std::thread*, std::thread*, std::allocator<std::thread> >(std::thread*, std::thread*, std::thread*, std::allocator<std::thread>&)
  0.00      0.22     0.00       46     0.00     0.00  std::thread* std::__relocate_a<std::thread*, std::thread*, std::allocator<std::thread> >(std::thread*, std::thread*, std::thread*, std::allocator<std::thread>&)
  0.00      0.22     0.00       44     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const
  0.00      0.22     0.00       42     0.00     0.00  int* std::__uninitialized_default_n_1<true>::__uninit_default_n<int*, unsigned long>(int*, unsigned long)
  0.00      0.22     0.00       42     0.00     0.00  void std::_Construct<int>(int*)
  0.00      0.22     0.00       42     0.00     0.00  int* std::__addressof<int>(int&)
  0.00      0.22     0.00       42     0.00     0.00  int* std::__uninitialized_default_n<int*, unsigned long>(int*, unsigned long)
  0.00      0.22     0.00       42     0.00     0.00  int* std::__uninitialized_default_n_a<int*, unsigned long, int>(int*, unsigned long, std::allocator<int>&)
  0.00      0.22     0.00       41     0.00     0.00  std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long)
  0.00      0.22     0.00       41     0.00     0.00  std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&)
  0.00      0.22     0.00       41     0.00     0.00  void std::iota<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int)
  0.00      0.22     0.00       40     0.00     0.00  random_permutation(int)
  0.00      0.22     0.00       40     0.00     0.00  bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&)
  0.00      0.22     0.00       40     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::get_allocator() const
  0.00      0.22     0.00       40     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&)
  0.00      0.22     0.00       40     0.00     0.00  std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>)
  0.00      0.22     0.00       40     0.00     0.00  std::vector<int, std::allocator<int> >::vector(std::allocator<int> const&)
  0.00      0.22     0.00       40     0.00     0.00  std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> >&&)
  0.00      0.22     0.00       40     0.00     0.00  void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&)
  0.00      0.22     0.00       40     0.00     0.00  void std::__alloc_on_move<std::allocator<int> >(std::allocator<int>&, std::allocator<int>&)
  0.00      0.22     0.00       40     0.00     0.00  std::remove_reference<std::allocator<int>&>::type&& std::move<std::allocator<int>&>(std::allocator<int>&)
  0.00      0.22     0.00       40     0.00     0.00  std::remove_reference<std::vector<int, std::allocator<int> >&>::type&& std::move<std::vector<int, std::allocator<int> >&>(std::vector<int, std::allocator<int> >&)
  0.00      0.22     0.00       40     0.00     0.00  void std::shuffle<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&)
  0.00      0.22     0.00       39     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      0.22     0.00       38     0.00     0.00  int* std::__copy_move_a1<false, int*, int*>(int*, int*, int*)
  0.00      0.22     0.00       37     0.00     0.00  __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::operator-(long) const
  0.00      0.22     0.00       35     0.00     0.00  std::allocator_traits<std::allocator<std::thread> >::allocate(std::allocator<std::thread>&, unsigned long)
  0.00      0.22     0.00       35     0.00     0.00  std::remove_reference<std::tuple<void (*)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > >&>::type&& std::move<std::tuple<void (*)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > >&>(std::tuple<void (*)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > >&)
  0.00      0.22     0.00       33     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_M_deallocate(std::thread*, unsigned long)
  0.00      0.22     0.00       33     0.00     0.00  int* std::__copy_move_a<false, int*, int*>(int*, int*, int*)
  0.00      0.22     0.00       32     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> >* const&)
  0.00      0.22     0.00       32     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_M_deallocate()
  0.00      0.22     0.00       32     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::begin()
  0.00      0.22     0.00       31     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_M_allocate(unsigned long)
  0.00      0.22     0.00       31     0.00     0.00  std::allocator_traits<std::allocator<unsigned long> >::deallocate(std::allocator<unsigned long>&, unsigned long*, unsigned long)
  0.00      0.22     0.00       30     0.00     0.00  __gnu_cxx::new_allocator<std::thread>::allocate(unsigned long, void const*)
  0.00      0.22     0.00       30     0.00     0.00  void std::vector<std::thread, std::allocator<std::thread> >::_M_realloc_insert<void (&)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >, void (&)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > >&&)
  0.00      0.22     0.00       29     0.00     0.00  std::allocator_traits<std::allocator<unsigned long> >::allocate(std::allocator<unsigned long>&, unsigned long)
  0.00      0.22     0.00       29     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::back()
  0.00      0.22     0.00       29     0.00     0.00  int* std::copy<int*, int*>(int*, int*, int*)
  0.00      0.22     0.00       28     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long)
  0.00      0.22     0.00       28     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::new_allocator(__gnu_cxx::new_allocator<unsigned long> const&)
  0.00      0.22     0.00       28     0.00     0.00  __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::difference_type __gnu_cxx::operator-<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&, __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&)
  0.00      0.22     0.00       27     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::_M_check_len(unsigned long, char const*) const
  0.00      0.22     0.00       27     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_M_reset()
  0.00      0.22     0.00       27     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::~_Bvector_base()
  0.00      0.22     0.00       27     0.00     0.00  std::allocator_traits<std::allocator<std::thread> >::deallocate(std::allocator<std::thread>&, std::thread*, unsigned long)
  0.00      0.22     0.00       26     0.00     6.97  naive_clique(std::vector<int, std::allocator<int> >&)
  0.00      0.22     0.00       26     0.00     0.00  std::allocator<bool>::~allocator()
  0.00      0.22     0.00       26     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator()
  0.00      0.22     0.00       26     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long> const&)
  0.00      0.22     0.00       26     0.00     0.00  std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long)
  0.00      0.22     0.00       25     0.00     7.25  expand_clique(std::vector<int, std::allocator<int> >&)
  0.00      0.22     0.00       25     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::~_Bvector_impl()
  0.00      0.22     0.00       24     0.00     0.00  __gnu_cxx::new_allocator<std::thread>::deallocate(std::thread*, unsigned long)
  0.00      0.22     0.00       24     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*)
  0.00      0.22     0.00       24     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::_M_max_size() const
  0.00      0.22     0.00       24     0.00     0.00  std::allocator<unsigned long>::allocator<bool>(std::allocator<bool> const&)
  0.00      0.22     0.00       24     0.00     0.00  std::_Tuple_impl<0ul, void (*)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > >::_M_head(std::_Tuple_impl<0ul, void (*)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > >&)
  0.00      0.22     0.00       24     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&)
  0.00      0.22     0.00       24     0.00     0.00  std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > > > >::~_State_impl()
  0.00      0.22     0.00       24     0.00     7.55  std::thread::_Invoker<std::tuple<void (*)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > > >::operator()()
  0.00      0.22     0.00       24     0.00     0.00  std::vector<bool, std::allocator<bool> >::_M_initialize_value(bool)
  0.00      0.22     0.00       24     0.00     0.00  std::tuple_element<0ul, std::tuple<void (*)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > > >::type&& std::get<0ul, void (*)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > >(std::tuple<void (*)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > >&&)
  0.00      0.22     0.00       24     0.00     0.00  std::tuple_element<1ul, std::tuple<void (*)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > > >::type&& std::get<1ul, void (*)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > >(std::tuple<void (*)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > >&&)
  0.00      0.22     0.00       23     0.00     0.00  std::allocator<unsigned long>::allocator(std::allocator<unsigned long> const&)
  0.00      0.22     0.00       23     0.00     0.00  std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&)
  0.00      0.22     0.00       23     0.00     0.00  int* std::__copy_move_a2<false, int*, int*>(int*, int*, int*)
  0.00      0.22     0.00       22     0.00     0.00  __gnu_cxx::new_allocator<bool>::~new_allocator()
  0.00      0.22     0.00       22     0.00     0.00  std::allocator<bool>::allocator()
  0.00      0.22     0.00       22     0.00     0.00  std::_Head_base<0ul, void (*)(std::vector<int, std::allocator<int> >&), false>::_M_head(std::_Head_base<0ul, void (*)(std::vector<int, std::allocator<int> >&), false>&)
  0.00      0.22     0.00       22     0.00     0.00  std::vector<bool, std::allocator<bool> >::~vector()
  0.00      0.22     0.00       21     0.00     0.00  __gnu_cxx::new_allocator<bool>::new_allocator()
  0.00      0.22     0.00       21     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::new_allocator()
  0.00      0.22     0.00       21     0.00     0.00  void (*&std::__get_helper<0ul, void (*)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > >(std::_Tuple_impl<0ul, void (*)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > >&))(std::vector<int, std::allocator<int> >&)
  0.00      0.22     0.00       21     0.00     0.00  std::reference_wrapper<std::vector<int, std::allocator<int> > >& std::__get_helper<1ul, std::reference_wrapper<std::vector<int, std::allocator<int> > >>(std::_Tuple_impl<1ul, std::reference_wrapper<std::vector<int, std::allocator<int> > >>&)
  0.00      0.22     0.00       20     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> > const* const&)
  0.00      0.22     0.00       20     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const
  0.00      0.22     0.00       20     0.00     0.00  std::reference_wrapper<std::vector<int, std::allocator<int> > >::get() const
  0.00      0.22     0.00       20     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long)
  0.00      0.22     0.00       20     0.00     9.06  void std::thread::_Invoker<std::tuple<void (*)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > > >::_M_invoke<0ul, 1ul>(std::_Index_tuple<0ul, 1ul>)
  0.00      0.22     0.00       20     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > std::__miter_base<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >)
  0.00      0.22     0.00       20     0.00     0.00  std::vector<int, std::allocator<int> > const* std::__niter_base<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >)
  0.00      0.22     0.00       20     0.00     0.00  std::vector<int, std::allocator<int> >* std::__niter_base<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >)
  0.00      0.22     0.00       20     0.00     9.06  void std::__invoke_impl<void, void (*)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > >(std::__invoke_other, void (*&&)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > >&&)
  0.00      0.22     0.00       20     0.00     9.06  std::__invoke_result<void (*)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > >::type std::__invoke<void (*)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > > >(void (*&&)(std::vector<int, std::allocator<int> >&), std::reference_wrapper<std::vector<int, std::allocator<int> > >&&)
  0.00      0.22     0.00       19     0.00     0.00  int* std::__uninitialized_copy_a<int*, int*, int>(int*, int*, int*, std::allocator<int>&)
  0.00      0.22     0.00       18     0.00     0.00  std::reference_wrapper<std::vector<int, std::allocator<int> > >::operator std::vector<int, std::allocator<int> >&() const
  0.00      0.22     0.00       18     0.00     0.00  std::_Head_base<1ul, std::reference_wrapper<std::vector<int, std::allocator<int> > >, false>::_M_head(std::_Head_base<1ul, std::reference_wrapper<std::vector<int, std::allocator<int> > >, false>&)
  0.00      0.22     0.00       18     0.00     0.00  std::_Tuple_impl<1ul, std::reference_wrapper<std::vector<int, std::allocator<int> > > >::_M_head(std::_Tuple_impl<1ul, std::reference_wrapper<std::vector<int, std::allocator<int> > > >&)
  0.00      0.22     0.00       15     0.00     0.00  int* std::uninitialized_copy<int*, int*>(int*, int*, int*)
  0.00      0.22     0.00       12     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*)
  0.00      0.22     0.00       12     0.00     0.00  void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*)
  0.00      0.22     0.00       12     0.00     0.00  void std::_Destroy<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&)
  0.00      0.22     0.00       11     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::capacity() const
  0.00      0.22     0.00       11     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end()
  0.00      0.22     0.00       11     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin()
  0.00      0.22     0.00       10     0.00     0.54  update_max()
  0.00      0.22     0.00       10     0.00     0.54  fitness_assessment_population()
  0.00      0.22     0.00       10     0.00     0.00  print_current_state_of_population(int const&, int const&)
  0.00      0.22     0.00       10     0.00     0.00  __gnu_cxx::new_allocator<std::thread>::new_allocator()
  0.00      0.22     0.00       10     0.00     0.00  __gnu_cxx::new_allocator<std::thread>::~new_allocator()
  0.00      0.22     0.00       10     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<std::vector<int, std::allocator<int> > >, std::vector<int, std::allocator<int> > >::_S_propagate_on_copy_assign()
  0.00      0.22     0.00       10     0.00     0.00  bool __gnu_cxx::operator!=<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&)
  0.00      0.22     0.00       10     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator+(long) const
  0.00      0.22     0.00       10     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end() const
  0.00      0.22     0.00       10     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin() const
  0.00      0.22     0.00       10     0.00     0.00  std::allocator<std::thread>::allocator()
  0.00      0.22     0.00       10     0.00     0.00  std::allocator<std::thread>::~allocator()
  0.00      0.22     0.00       10     0.00     0.09  std::vector<int, std::allocator<int> >* std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> >*)
  0.00      0.22     0.00       10     0.00     0.00  void std::_Destroy_aux<false>::__destroy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >)
  0.00      0.22     0.00       10     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::thread*>(std::thread*, std::thread*)
  0.00      0.22     0.00       10     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_Vector_impl::_Vector_impl()
  0.00      0.22     0.00       10     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_Vector_impl::~_Vector_impl()
  0.00      0.22     0.00       10     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_Vector_impl_data::_Vector_impl_data()
  0.00      0.22     0.00       10     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_Vector_base()
  0.00      0.22     0.00       10     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::~_Vector_base()
  0.00      0.22     0.00       10     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_erase_at_end(std::vector<int, std::allocator<int> >*)
  0.00      0.22     0.00       10     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::clear()
  0.00      0.22     0.00       10     0.00     0.11  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator=(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&)
  0.00      0.22     0.00       10     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::vector()
  0.00      0.22     0.00       10     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::~vector()
  0.00      0.22     0.00       10     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > std::__niter_wrap<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*)
  0.00      0.22     0.00       10     0.00     0.09  __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >)
  0.00      0.22     0.00       10     0.00     0.09  std::vector<int, std::allocator<int> >* std::__copy_move_a1<false, std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> >*)
  0.00      0.22     0.00       10     0.00     0.09  std::vector<int, std::allocator<int> >* std::__copy_move_a2<false, std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> >*)
  0.00      0.22     0.00       10     0.00     0.09  __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > std::copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >)
