Generation: 0. Average fitness: 292 Max size: 357, Max repeated: 1
Generation: 1. Average fitness: 407 Max size: 480, Max repeated: 0
Generation: 2. Average fitness: 480 Max size: 512, Max repeated: 0
Generation: 3. Average fitness: 508 Max size: 512, Max repeated: 1
Generation: 4. Average fitness: 509 Max size: 512, Max repeated: 2
Generation: 5. Average fitness: 509 Max size: 512, Max repeated: 3
Generation: 6. Average fitness: 509 Max size: 512, Max repeated: 4
Generation: 7. Average fitness: 511 Max size: 512, Max repeated: 5
Generation: 8. Average fitness: 510 Max size: 512, Max repeated: 6
Generation: 9. Average fitness: 510 Max size: 512, Max repeated: 7
Generation: 10. Average fitness: 510 Max size: 512, Max repeated: 8
Generation: 11. Average fitness: 511 Max size: 512, Max repeated: 9
Generation: 12. Average fitness: 510 Max size: 512, Max repeated: 10
Generation: 13. Average fitness: 508 Max size: 512, Max repeated: 11
Generation: 14. Average fitness: 511 Max size: 512, Max repeated: 12
Generation: 15. Average fitness: 510 Max size: 512, Max repeated: 13
Generation: 16. Average fitness: 511 Max size: 512, Max repeated: 14
Generation: 17. Average fitness: 510 Max size: 512, Max repeated: 15
Generation: 18. Average fitness: 510 Max size: 512, Max repeated: 16
Generation: 19. Average fitness: 511 Max size: 512, Max repeated: 17
Generation: 20. Average fitness: 510 Max size: 512, Max repeated: 18
Generation: 21. Average fitness: 510 Max size: 512, Max repeated: 19
Regenerating population
Generation: 22. Average fitness: 293 Max size: 512, Max repeated: 0
Generation: 23. Average fitness: 399 Max size: 512, Max repeated: 1
Generation: 24. Average fitness: 482 Max size: 512, Max repeated: 2
Generation: 25. Average fitness: 506 Max size: 512, Max repeated: 3
Generation: 26. Average fitness: 510 Max size: 512, Max repeated: 4
Generation: 27. Average fitness: 509 Max size: 512, Max repeated: 5
Generation: 28. Average fitness: 509 Max size: 512, Max repeated: 6
Generation: 29. Average fitness: 511 Max size: 512, Max repeated: 7
Generation: 30. Average fitness: 511 Max size: 512, Max repeated: 8
Generation: 31. Average fitness: 510 Max size: 512, Max repeated: 9
